Gene stable ID	Gene stable ID version	Gene name	Gene description	Chromosome/scaffold name
ENSG00000143353	ENSG00000143353.12	LYPLAL1	lysophospholipase like 1 [Source:HGNC Symbol;Acc:HGNC:20440]	1
ENSG00000225920	ENSG00000225920.2	RIMKLBP2	ribosomal modification protein rimK like family member B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39163]	1
ENSG00000223842	ENSG00000223842.1		novel transcript	1
ENSG00000277007	ENSG00000277007.1		novel transcript	1
ENSG00000305505	ENSG00000305505.1		novel transcript	1
ENSG00000287676	ENSG00000287676.1		novel transcript	1
ENSG00000228536	ENSG00000228536.4	LYPLAL1-AS1	LYPLAL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54054]	1
ENSG00000305547	ENSG00000305547.1		novel transcript	1
ENSG00000238232	ENSG00000238232.1		novel transcript	1
ENSG00000215817	ENSG00000215817.9	ZC3H11B	zinc finger CCCH-type containing 11B [Source:HGNC Symbol;Acc:HGNC:25659]	1
ENSG00000196660	ENSG00000196660.12	SLC30A10	solute carrier family 30 member 10 [Source:HGNC Symbol;Acc:HGNC:25355]	1
ENSG00000300928	ENSG00000300928.1		novel transcript, sense intronic to SLC30A10	1
ENSG00000252086	ENSG00000252086.1	RNA5SP76	RNA, 5S ribosomal pseudogene 76 [Source:HGNC Symbol;Acc:HGNC:42853]	1
ENSG00000308877	ENSG00000308877.1		novel transcript, antisense to SLC30A10	1
ENSG00000221673	ENSG00000221673.2	U3	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	1
ENSG00000136628	ENSG00000136628.18	EPRS1	glutamyl-prolyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:3418]	1
ENSG00000162813	ENSG00000162813.18	BPNT1	3'(2'), 5'-bisphosphate nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:1096]	1
ENSG00000067704	ENSG00000067704.10	IARS2	isoleucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29685]	1
ENSG00000207590	ENSG00000207590.1	MIR215	microRNA 215 [Source:HGNC Symbol;Acc:HGNC:31592]	1
ENSG00000207624	ENSG00000207624.1	MIR194-1	microRNA 194-1 [Source:HGNC Symbol;Acc:HGNC:31564]	1
ENSG00000232134	ENSG00000232134.1	RPS15AP12	ribosomal protein S15a pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:36759]	1
ENSG00000118873	ENSG00000118873.17	RAB3GAP2	RAB3 GTPase activating non-catalytic protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:17168]	1
ENSG00000281696	ENSG00000281696.1	MIR664A	microRNA 664a [Source:HGNC Symbol;Acc:HGNC:35370]	1
ENSG00000222370	ENSG00000222370.1	SNORA36B	small nucleolar RNA, H/ACA box 36B [Source:HGNC Symbol;Acc:HGNC:32629]	1
ENSG00000270585	ENSG00000270585.1	SNX2P1	sorting nexin 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:41514]	1
ENSG00000270708	ENSG00000270708.1		GABA(A) receptor-associated protein-like 2 (GABARAPL2) pseudogene	1
ENSG00000310431	ENSG00000310431.1		novel transcript, sense intronic to RAB3GAP2	1
ENSG00000218283	ENSG00000218283.2	MORF4L1P1	mortality factor 4 like 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20400]	1
ENSG00000213033	ENSG00000213033.4	AURKAP1	aurora kinase A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18611]	1
ENSG00000230318	ENSG00000230318.2	XRCC6P3	X-ray repair cross complementing 6 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:45185]	1
ENSG00000232883	ENSG00000232883.1	RPLP0P5	ribosomal protein lateral stalk subunit P0 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:35620]	1
ENSG00000226927	ENSG00000226927.1		novel transcript	1
ENSG00000260505	ENSG00000260505.1		novel transcript	1
ENSG00000293784	ENSG00000293784.1		novel transcript	1
ENSG00000297890	ENSG00000297890.1		novel transcript	1
ENSG00000235163	ENSG00000235163.2	RPL7AP81	ribosomal protein L7a pseudogene 81 [Source:HGNC Symbol;Acc:HGNC:55904]	1
ENSG00000234863	ENSG00000234863.1		part of a cytochrome c oxidase subunit III (COX3) pseudogene	1
ENSG00000231529	ENSG00000231529.3	LINC02779	long intergenic non-protein coding RNA 2779 [Source:HGNC Symbol;Acc:HGNC:54299]	1
ENSG00000226226	ENSG00000226226.1	PRELID3BP1	PRELI domain containing 3B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49063]	1
ENSG00000307723	ENSG00000307723.1		novel transcript	1
ENSG00000116141	ENSG00000116141.17	MARK1	microtubule affinity regulating kinase 1 [Source:HGNC Symbol;Acc:HGNC:6896]	1
ENSG00000243872	ENSG00000243872.3	RN7SL464P	RNA, 7SL, cytoplasmic 464, pseudogene [Source:HGNC Symbol;Acc:HGNC:46480]	1
ENSG00000233012	ENSG00000233012.3	HDAC1P2	histone deacetylase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:45191]	1
ENSG00000293204	ENSG00000293204.1		novel transcript	1
ENSG00000162817	ENSG00000162817.7	C1orf115	chromosome 1 open reading frame 115 [Source:HGNC Symbol;Acc:HGNC:25873]	1
ENSG00000307004	ENSG00000307004.1		novel transcript	1
ENSG00000117791	ENSG00000117791.16	MTARC2	mitochondrial amidoxime reducing component 2 [Source:HGNC Symbol;Acc:HGNC:26064]	1
ENSG00000297208	ENSG00000297208.1		novel transcript, antisense to MARC2 and MTARC1	1
ENSG00000186205	ENSG00000186205.14	MTARC1	mitochondrial amidoxime reducing component 1 [Source:HGNC Symbol;Acc:HGNC:26189]	1
ENSG00000286231	ENSG00000286231.1		novel protein	1
ENSG00000221571	ENSG00000221571.3	RNU6ATAC35P	RNA, U6atac small nuclear 35, pseudogene [Source:HGNC Symbol;Acc:HGNC:46934]	1
ENSG00000276642	ENSG00000276642.1			1
ENSG00000272823	ENSG00000272823.1		novel transcript	1
ENSG00000238078	ENSG00000238078.1	LINC01352	long intergenic non-protein coding RNA 1352 [Source:HGNC Symbol;Acc:HGNC:50578]	1
ENSG00000257551	ENSG00000257551.2	HLX-AS1	HLX antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42509]	1
ENSG00000136630	ENSG00000136630.13	HLX	H2.0 like homeobox [Source:HGNC Symbol;Acc:HGNC:4978]	1
ENSG00000297124	ENSG00000297124.1		novel transcript	1
ENSG00000296435	ENSG00000296435.1		novel transcript	1
ENSG00000296455	ENSG00000296455.1		novel transcript	1
ENSG00000305986	ENSG00000305986.1		novel transcript	1
ENSG00000296502	ENSG00000296502.1		novel transcript	1
ENSG00000299822	ENSG00000299822.1		novel transcript	1
ENSG00000226211	ENSG00000226211.1		novel pseudogene	1
ENSG00000294534	ENSG00000294534.1		novel transcript	1
ENSG00000294570	ENSG00000294570.1		novel transcript	1
ENSG00000294548	ENSG00000294548.1		novel transcript	1
ENSG00000234754	ENSG00000234754.3	LINC02817	long intergenic non-protein coding RNA 2817 [Source:HGNC Symbol;Acc:HGNC:32042]	1
ENSG00000300975	ENSG00000300975.1		novel transcript	1
ENSG00000286398	ENSG00000286398.2		novel transcript	1
ENSG00000232436	ENSG00000232436.1		novel transcript	1
ENSG00000227585	ENSG00000227585.2		solute carrier family 35, member E3 (SLC35E3) pseudogene	1
ENSG00000286421	ENSG00000286421.2		novel transcript	1
ENSG00000306602	ENSG00000306602.1		novel transcript	1
ENSG00000143507	ENSG00000143507.18	DUSP10	dual specificity phosphatase 10 [Source:HGNC Symbol;Acc:HGNC:3065]	1
ENSG00000308843	ENSG00000308843.1		novel transcript	1
ENSG00000232679	ENSG00000232679.4	LINC01705	long intergenic non-protein coding RNA 1705 [Source:HGNC Symbol;Acc:HGNC:52493]	1
ENSG00000200033	ENSG00000200033.1	RNU6-403P	RNA, U6 small nuclear 403, pseudogene [Source:HGNC Symbol;Acc:HGNC:47366]	1
ENSG00000307440	ENSG00000307440.1		novel transcript	1
ENSG00000228437	ENSG00000228437.5	LINC02474	long intergenic non-protein coding RNA 2474 [Source:HGNC Symbol;Acc:HGNC:53417]	1
ENSG00000307458	ENSG00000307458.1		novel transcript	1
ENSG00000236230	ENSG00000236230.3		novel transcript	1
ENSG00000303336	ENSG00000303336.1		novel transcript	1
ENSG00000227613	ENSG00000227613.1	QRSL1P2	QRSL1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43668]	1
ENSG00000298446	ENSG00000298446.1		novel transcript	1
ENSG00000226643	ENSG00000226643.2		novel transcript	1
ENSG00000234419	ENSG00000234419.1	CICP13	capicua transcriptional repressor pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:37907]	1
ENSG00000276997	ENSG00000276997.4		novel transcript	1
ENSG00000222399	ENSG00000222399.1	RNU6-791P	RNA, U6 small nuclear 791, pseudogene [Source:HGNC Symbol;Acc:HGNC:47754]	1
ENSG00000267305	ENSG00000267305.2		general transcription factor IIi (GTF2I) pseudogene	1
ENSG00000143512	ENSG00000143512.13	HHIPL2	HHIP like 2 [Source:HGNC Symbol;Acc:HGNC:25842]	1
ENSG00000296516	ENSG00000296516.1		novel transcript, antisense to HHIPL2	1
ENSG00000143498	ENSG00000143498.18	TAF1A	TATA-box binding protein associated factor, RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:11532]	1
ENSG00000225265	ENSG00000225265.3	TAF1A-AS1	TAF1A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40573]	1
ENSG00000154305	ENSG00000154305.18	MIA3	MIA SH3 domain ER export factor 3 [Source:HGNC Symbol;Acc:HGNC:24008]	1
ENSG00000229399	ENSG00000229399.1		prefoldin 5 (PFDN5) pseudogene	1
ENSG00000297360	ENSG00000297360.1		novel transcript, antisense to MIA3	1
ENSG00000272750	ENSG00000272750.1		novel transcript, antisense to MIA3	1
ENSG00000186063	ENSG00000186063.13	AIDA	axin interactor, dorsalization associated [Source:HGNC Symbol;Acc:HGNC:25761]	1
ENSG00000162819	ENSG00000162819.12	BROX	BRO1 domain and CAAX motif containing [Source:HGNC Symbol;Acc:HGNC:26512]	1
ENSG00000287684	ENSG00000287684.2		novel transcript, antisense to FAM177B	1
ENSG00000197520	ENSG00000197520.11	FAM177B	family with sequence similarity 177 member B [Source:HGNC Symbol;Acc:HGNC:34395]	1
ENSG00000289880	ENSG00000289880.1		novel transcript	1
ENSG00000154309	ENSG00000154309.9	DISP1	dispatched RND transporter family member 1 [Source:HGNC Symbol;Acc:HGNC:19711]	1
ENSG00000234523	ENSG00000234523.1	NDUFB1P2	NADH:ubiquinone oxidoreductase subunit B1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37815]	1
ENSG00000302784	ENSG00000302784.1		novel transcript, antisense to DISP1	1
ENSG00000302753	ENSG00000302753.1		novel transcript	1
ENSG00000297912	ENSG00000297912.1		novel transcript	1
ENSG00000287338	ENSG00000287338.2		novel transcript	1
ENSG00000299361	ENSG00000299361.1		novel transcript, antisense to TLR5	1
ENSG00000187554	ENSG00000187554.15	TLR5	toll like receptor 5 [Source:HGNC Symbol;Acc:HGNC:11851]	1
ENSG00000236846	ENSG00000236846.2		novel transcript	1
ENSG00000226601	ENSG00000226601.2		novel transcript	1
ENSG00000143502	ENSG00000143502.16	SUSD4	sushi domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25470]	1
ENSG00000251789	ENSG00000251789.2	RNU4-57P	RNA, U4 small nuclear 57, pseudogene [Source:HGNC Symbol;Acc:HGNC:46993]	1
ENSG00000178395	ENSG00000178395.7	CCDC185	coiled-coil domain containing 185 [Source:HGNC Symbol;Acc:HGNC:26654]	1
ENSG00000203697	ENSG00000203697.12	CAPN8	calpain 8 [Source:HGNC Symbol;Acc:HGNC:1485]	1
ENSG00000227002	ENSG00000227002.2	SNRPEP10	SNRPE pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:43575]	1
ENSG00000212398	ENSG00000212398.1	RNU6-1248P	RNA, U6 small nuclear 1248, pseudogene [Source:HGNC Symbol;Acc:HGNC:48211]	1
ENSG00000162909	ENSG00000162909.18	CAPN2	calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479]	1
ENSG00000143514	ENSG00000143514.18	TP53BP2	tumor protein p53 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12000]	1
ENSG00000288999	ENSG00000288999.3		novel transcript	1
ENSG00000227621	ENSG00000227621.1	PHB1P11	PHB1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:39290]	1
ENSG00000188460	ENSG00000188460.4	ACTBP11	ACTB pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:33971]	1
ENSG00000304680	ENSG00000304680.1		novel transcript	1
ENSG00000233771	ENSG00000233771.2	CICP5	capicua transcriptional repressor pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:37754]	1
ENSG00000291068	ENSG00000291068.2		novel transcript	1
ENSG00000212157	ENSG00000212157.1	RNU6-1319P	RNA, U6 small nuclear 1319, pseudogene [Source:HGNC Symbol;Acc:HGNC:48282]	1
ENSG00000272645	ENSG00000272645.6	GTF2IP20	general transcription factor IIi pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:51732]	1
ENSG00000290989	ENSG00000290989.2	SEPTIN7P13	septin 7 pseudogene 13 [Source:NCBI gene (formerly Entrezgene);Acc:100287497]	1
ENSG00000278467	ENSG00000278467.1		novel transcript	1
ENSG00000185495	ENSG00000185495.11	SEPTIN7P13	septin 7 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:55092]	1
ENSG00000229930	ENSG00000229930.1		F-box only protein 25 (FBXO25) pseudogene	1
ENSG00000302683	ENSG00000302683.1		novel transcript	1
ENSG00000293922	ENSG00000293922.1		novel transcript	1
ENSG00000252484	ENSG00000252484.1	RN7SKP49	RN7SK pseudogene 49 [Source:HGNC Symbol;Acc:HGNC:45773]	1
ENSG00000143756	ENSG00000143756.12	FBXO28	F-box protein 28 [Source:HGNC Symbol;Acc:HGNC:29046]	1
ENSG00000236773	ENSG00000236773.1		novel pseudogene	1
ENSG00000143753	ENSG00000143753.14	DEGS1	delta 4-desaturase, sphingolipid 1 [Source:HGNC Symbol;Acc:HGNC:13709]	1
ENSG00000201898	ENSG00000201898.1	SNORA72	Small nucleolar RNA SNORA72 [Source:RFAM;Acc:RF00139]	1
ENSG00000232628	ENSG00000232628.8		novel transcript	1
ENSG00000237101	ENSG00000237101.2		novel transcript	1
ENSG00000143748	ENSG00000143748.18	NVL	nuclear VCP like [Source:HGNC Symbol;Acc:HGNC:8070]	1
ENSG00000221406	ENSG00000221406.1	MIR320B2	microRNA 320b-2 [Source:HGNC Symbol;Acc:HGNC:35256]	1
ENSG00000229742	ENSG00000229742.1		ribosomal protein L21 (RPL21) pseudogene	1
ENSG00000206887	ENSG00000206887.1	RNU6-1008P	RNA, U6 small nuclear 1008, pseudogene [Source:HGNC Symbol;Acc:HGNC:47971]	1
ENSG00000143771	ENSG00000143771.12	CNIH4	cornichon family member 4 [Source:HGNC Symbol;Acc:HGNC:25013]	1
ENSG00000162923	ENSG00000162923.18	WDR26	WD repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:21208]	1
ENSG00000266618	ENSG00000266618.1	MIR4742	microRNA 4742 [Source:HGNC Symbol;Acc:HGNC:41565]	1
ENSG00000143786	ENSG00000143786.8	CNIH3	cornichon family AMPA receptor auxiliary protein 3 [Source:HGNC Symbol;Acc:HGNC:26802]	1
ENSG00000229991	ENSG00000229991.1	AKR1B1P1	aldehyde reductase family 1 member B1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:420]	1
ENSG00000233384	ENSG00000233384.4	CNIH3-AS2	CNIH3 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:41162]	1
ENSG00000234247	ENSG00000234247.1	DNAJB6P6	DNAJB6 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:54759]	1
ENSG00000286174	ENSG00000286174.2		novel transcript, antisense to CNIH3	1
ENSG00000229400	ENSG00000229400.1	CNIH3-AS1	CNIH3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41163]	1
ENSG00000225334	ENSG00000225334.4	LINC02813	long intergenic non-protein coding RNA 2813 [Source:HGNC Symbol;Acc:HGNC:54345]	1
ENSG00000286719	ENSG00000286719.1		novel transcript	1
ENSG00000298676	ENSG00000298676.1		novel transcript	1
ENSG00000298651	ENSG00000298651.1		novel transcript, antisense to DNAH14	1
ENSG00000185842	ENSG00000185842.16	DNAH14	dynein axonemal heavy chain 14 [Source:HGNC Symbol;Acc:HGNC:2945]	1
ENSG00000143815	ENSG00000143815.15	LBR	lamin B receptor [Source:HGNC Symbol;Acc:HGNC:6518]	1
ENSG00000234476	ENSG00000234476.6	LINC02765	long intergenic non-protein coding RNA 2765 [Source:HGNC Symbol;Acc:HGNC:54285]	1
ENSG00000282418	ENSG00000282418.2		novel transcript	1
ENSG00000289962	ENSG00000289962.2		novel transcript	1
ENSG00000306957	ENSG00000306957.1		novel transcript	1
ENSG00000154380	ENSG00000154380.19	ENAH	ENAH actin regulator [Source:HGNC Symbol;Acc:HGNC:18271]	1
ENSG00000289602	ENSG00000289602.2		novel transcript	1
ENSG00000226349	ENSG00000226349.2		novel transcript	1
ENSG00000227496	ENSG00000227496.4		novel transcript	1
ENSG00000223306	ENSG00000223306.2	RNU6-1304P	RNA, U6 small nuclear 1304, pseudogene [Source:HGNC Symbol;Acc:HGNC:48267]	1
ENSG00000143742	ENSG00000143742.14	SRP9	signal recognition particle 9 [Source:HGNC Symbol;Acc:HGNC:11304]	1
ENSG00000234112	ENSG00000234112.2	LEFTY3P	left-right determination factor 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:55878]	1
ENSG00000143819	ENSG00000143819.13	EPHX1	epoxide hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3401]	1
ENSG00000242861	ENSG00000242861.1		novel transcript	1
ENSG00000196187	ENSG00000196187.12	TMEM63A	transmembrane protein 63A [Source:HGNC Symbol;Acc:HGNC:29118]	1
ENSG00000243709	ENSG00000243709.1	LEFTY1	left-right determination factor 1 [Source:HGNC Symbol;Acc:HGNC:6552]	1
ENSG00000255835	ENSG00000255835.1		novel protein	1
ENSG00000143811	ENSG00000143811.20	PYCR2	pyrroline-5-carboxylate reductase 2 [Source:HGNC Symbol;Acc:HGNC:30262]	1
ENSG00000284519	ENSG00000284519.1	MIR6741	microRNA 6741 [Source:HGNC Symbol;Acc:HGNC:50004]	1
ENSG00000248322	ENSG00000248322.1		novel transcript	1
ENSG00000143768	ENSG00000143768.13	LEFTY2	left-right determination factor 2 [Source:HGNC Symbol;Acc:HGNC:3122]	1
ENSG00000213032	ENSG00000213032.3	NDUFA3P3	NADH:ubiquinone oxidoreductase subunit A3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:45052]	1
ENSG00000143751	ENSG00000143751.10	SDE2	SDE2 telomere maintenance homolog [Source:HGNC Symbol;Acc:HGNC:26643]	1
ENSG00000289341	ENSG00000289341.3		novel transcript	1
ENSG00000272562	ENSG00000272562.3	H3-3A-DT	H3-3A divergent transcript [Source:HGNC Symbol;Acc:HGNC:55210]	1
ENSG00000163041	ENSG00000163041.13	H3-3A	H3.3 histone A [Source:HGNC Symbol;Acc:HGNC:4764]	1
ENSG00000299101	ENSG00000299101.1		novel transcript, antisense to H3-3A	1
ENSG00000225518	ENSG00000225518.4	LINC01703	long intergenic non-protein coding RNA 1703 [Source:HGNC Symbol;Acc:HGNC:52491]	1
ENSG00000299073	ENSG00000299073.1		novel transcript	1
ENSG00000299046	ENSG00000299046.1		novel transcript	1
ENSG00000270598	ENSG00000270598.1		chromosome 17 open reading frame 89 (C17orf89) pseudogene	1
ENSG00000234478	ENSG00000234478.2	ACBD3-AS1	ACBD3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40701]	1
ENSG00000182827	ENSG00000182827.9	ACBD3	acyl-CoA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15453]	1
ENSG00000299722	ENSG00000299722.1		novel transcript	1
ENSG00000223570	ENSG00000223570.2		ribosomal protein L34 (RPL34) pseudogene	1
ENSG00000185155	ENSG00000185155.12	MIXL1	Mix paired-like homeobox [Source:HGNC Symbol;Acc:HGNC:13363]	1
ENSG00000183814	ENSG00000183814.16	LIN9	lin-9 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:30830]	1
ENSG00000305366	ENSG00000305366.1		novel transcript, antisense to LIN9	1
ENSG00000236994	ENSG00000236994.1	YBX1P9	Y-box binding protein 1 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:42430]	1
ENSG00000275406	ENSG00000275406.1		signal peptidase complex subunit 3 homolog (S. cerevisiae) (SPCS3) pseudogene	1
ENSG00000289348	ENSG00000289348.2		novel transcript	1
ENSG00000143799	ENSG00000143799.14	PARP1	poly(ADP-ribose) polymerase 1 [Source:HGNC Symbol;Acc:HGNC:270]	1
ENSG00000295046	ENSG00000295046.1		novel transcript, antisense to PARP1	1
ENSG00000270287	ENSG00000270287.1		SP100 nuclear antigen (SP100) pseudogene	1
ENSG00000229965	ENSG00000229965.1	RPS3AP7	RPS3A pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:36376]	1
ENSG00000223282	ENSG00000223282.1	RN7SKP165	RN7SK pseudogene 165 [Source:HGNC Symbol;Acc:HGNC:45889]	1
ENSG00000300711	ENSG00000300711.1		novel transcript	1
ENSG00000177770	ENSG00000177770.11	CDKN2AIPNLP1	CDKN2A interacting protein N-terminal like pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39854]	1
ENSG00000287627	ENSG00000287627.2		novel transcript	1
ENSG00000203685	ENSG00000203685.11	STUM	stum, mechanosensory transduction mediator homolog [Source:HGNC Symbol;Acc:HGNC:30491]	1
ENSG00000143772	ENSG00000143772.11	ITPKB	inositol-trisphosphate 3-kinase B [Source:HGNC Symbol;Acc:HGNC:6179]	1
ENSG00000228382	ENSG00000228382.4	ITPKB-IT1	ITPKB intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41349]	1
ENSG00000228548	ENSG00000228548.1	ITPKB-AS1	ITPKB antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40312]	1
ENSG00000307739	ENSG00000307739.1		novel transcript	1
ENSG00000238183	ENSG00000238183.2	RPS27P5	ribosomal protein S27 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:36734]	1
ENSG00000287259	ENSG00000287259.2		novel transcript	1
ENSG00000308473	ENSG00000308473.1		novel transcript, antisense to PSEN2	1
ENSG00000143801	ENSG00000143801.18	PSEN2	presenilin 2 [Source:HGNC Symbol;Acc:HGNC:9509]	1
ENSG00000288674	ENSG00000288674.1		Novel protein	1
ENSG00000303134	ENSG00000303134.1		novel transcript, antisense to PSEN2	1
ENSG00000163050	ENSG00000163050.18	COQ8A	coenzyme Q8A [Source:HGNC Symbol;Acc:HGNC:16812]	1
ENSG00000228525	ENSG00000228525.1		pseudogene similar to part of NADH dehydrogenase subunit 6 (ND6)	1
ENSG00000143776	ENSG00000143776.20	CDC42BPA	CDC42 binding protein kinase alpha [Source:HGNC Symbol;Acc:HGNC:1737]	1
ENSG00000233706	ENSG00000233706.1		novel transcript	1
ENSG00000303815	ENSG00000303815.1		novel transcript, antisense to CDC42BPA	1
ENSG00000287532	ENSG00000287532.1		novel transcript, antisense to CDC42BPA	1
ENSG00000228625	ENSG00000228625.1		novel transcript	1
ENSG00000228729	ENSG00000228729.1		cathepsin B (CTSB) pseudogene	1
ENSG00000236636	ENSG00000236636.2	UBA5P1	UBA5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56790]	1
ENSG00000287525	ENSG00000287525.1		novel transcript, antisense to CDC42BPA	1
ENSG00000294736	ENSG00000294736.1		novel transcript, antisense to CDC42BPA	1
ENSG00000294755	ENSG00000294755.1		novel transcript	1
ENSG00000310292	ENSG00000310292.1		novel transcript	1
ENSG00000234277	ENSG00000234277.4	LINC01641	long intergenic non-protein coding RNA 1641 [Source:HGNC Symbol;Acc:HGNC:52428]	1
ENSG00000232864	ENSG00000232864.1	NUCKS1P1	nuclear casein kinase and cyclin dependent kinase substrate 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51943]	1
ENSG00000242757	ENSG00000242757.1		ribosomal protein S18 (RPS18) pseudogene	1
ENSG00000224834	ENSG00000224834.1	BTF3P9	basic transcription factor 3 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:38573]	1
ENSG00000237193	ENSG00000237193.1		novel pseudogene	1
ENSG00000278180	ENSG00000278180.1		FAM166A, pseudogene 5	1
ENSG00000237469	ENSG00000237469.2	TUBB8P10	tubulin beta 8 class VIII pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:42348]	1
ENSG00000235827	ENSG00000235827.2	TUBB8P9	tubulin beta 8 class VIII pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:42347]	1
ENSG00000307652	ENSG00000307652.1		novel transcript	1
ENSG00000227711	ENSG00000227711.3		FAM166A, pseudogene 4	1
ENSG00000287205	ENSG00000287205.2		novel transcript	1
ENSG00000202264	ENSG00000202264.1	RNA5SP77	RNA, 5S ribosomal pseudogene 77 [Source:HGNC Symbol;Acc:HGNC:42854]	1
ENSG00000181450	ENSG00000181450.18	ZNF678	zinc finger protein 678 [Source:HGNC Symbol;Acc:HGNC:28652]	1
ENSG00000225934	ENSG00000225934.2	FAM133FP	family with sequence similarity 133 member F, pseudogene [Source:HGNC Symbol;Acc:HGNC:54730]	1
ENSG00000215812	ENSG00000215812.5	ZNF847P	zinc finger protein 847, pseudogene [Source:HGNC Symbol;Acc:HGNC:34384]	1
ENSG00000143740	ENSG00000143740.15	SNAP47	synaptosome associated protein 47 [Source:HGNC Symbol;Acc:HGNC:30669]	1
ENSG00000081692	ENSG00000081692.13	JMJD4	jumonji domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25724]	1
ENSG00000230005	ENSG00000230005.2	SNAP47-AS1	SNAP47 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41501]	1
ENSG00000286389	ENSG00000286389.3		novel transcript	1
ENSG00000185888	ENSG00000185888.6	PRSS38	serine protease 38 [Source:HGNC Symbol;Acc:HGNC:29625]	1
ENSG00000302554	ENSG00000302554.1		novel transcript	1
ENSG00000143816	ENSG00000143816.8	WNT9A	Wnt family member 9A [Source:HGNC Symbol;Acc:HGNC:12778]	1
ENSG00000264483	ENSG00000264483.1	MIR5008	microRNA 5008 [Source:HGNC Symbol;Acc:HGNC:43546]	1
ENSG00000304171	ENSG00000304171.1		novel transcript	1
ENSG00000233003	ENSG00000233003.4	CICP26	capicua transcriptional repressor pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:48834]	1
ENSG00000274886	ENSG00000274886.1	SEPTIN14P17	septin 14 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:51703]	1
ENSG00000154342	ENSG00000154342.6	WNT3A	Wnt family member 3A [Source:HGNC Symbol;Acc:HGNC:15983]	1
ENSG00000276255	ENSG00000276255.2	LINC02809	long intergenic non-protein coding RNA 2809 [Source:HGNC Symbol;Acc:HGNC:54341]	1
ENSG00000307566	ENSG00000307566.1		novel transcript	1
ENSG00000143761	ENSG00000143761.17	ARF1	ADP ribosylation factor 1 [Source:HGNC Symbol;Acc:HGNC:652]	1
ENSG00000284163	ENSG00000284163.1	MIR3620	microRNA 3620 [Source:HGNC Symbol;Acc:HGNC:38917]	1
ENSG00000143793	ENSG00000143793.13	C1orf35	chromosome 1 open reading frame 35 [Source:HGNC Symbol;Acc:HGNC:19032]	1
ENSG00000299474	ENSG00000299474.1		novel transcript, antisense to MRPL55	1
